ID,owner_age,personal_income,business_expenses,business_turnover,business_age_years,Target,savings_and_assets,debt_and_repayment,res_to_shocks,access_to_cred
ID_L5TIHM,52.0,4500000.0,20000000.0,54000000.0,20.0,Medium,24.171,54.150000000000006,80.69200000000001,33.285
ID_RMSWJJ,52.0,1800.0,3000.0,11000.0,1.0,Low,44.554,40.08,115.53200000000001,35.157
ID_QN33BQ,27.0,56000.0,420000.0,560000.0,,Low,24.732,44.974000000000004,80.69200000000001,33.285
ID_KUJRO5,27.0,120000.0,960000.0,1250000.0,,Low,24.732,46.31400000000001,80.69200000000001,33.285
ID_UDBUJH,35.0,550000.0,285000.0,300000.0,4.0,Medium,25.391,54.13000000000001,105.66900000000001,33.285
ID_BU2J08,75.0,2000.0,800.0,1000.0,2.0,Medium,20.513,34.536,79.56400000000001,22.502
ID_WX318N,30.0,60.0,720.0,8640.0,1.0,Low,22.278,25.720000000000002,137.921,33.285
ID_OKEP7Y,33.0,450.0,1000.0,1200.0,1.0,Low,39.646,47.45100000000001,114.674,33.285
ID_RXIPP8,35.0,70.0,600.0,5400.0,4.0,Low,33.412,34.896,115.53200000000001,33.285
ID_W63X5G,25.0,300.0,480.0,4800.0,0.0,Low,32.192,34.216,115.19300000000001,34.221
ID_YO6Z1T,42.0,1100.0,1200.0,13200.0,2.0,Low,27.853,41.400000000000006,115.53200000000001,35.157
ID_DKKQAH,41.0,250.0,1200.0,7200.0,3.0,Medium,22.278,34.216,56.4,33.285
ID_6HDLZX,22.0,150.0,1440.0,3600.0,1.0,Low,22.278,34.216,115.02000000000001,34.221
ID_SX22JE,27.0,,,,1.0,Low,22.278,34.216,120.82700000000001,34.221
ID_P4B8J4,44.0,2300.0,180000.0,300000.0,1.0,High,38.987,32.809,115.02000000000001,33.285
ID_UL1RSR,52.0,600.0,1400.0,2500.0,34.0,Low,50.796,40.08,115.19300000000001,33.285
ID_T6O4RS,31.0,80.0,1440.0,9600.0,3.0,Low,22.278,34.896,115.02000000000001,34.221
ID_IK209E,54.0,97.0,97.0,97.0,8.0,Low,22.3,50.478,79.73700000000001,22.502
ID_UU8F85,63.0,3000.0,97.0,3000.0,43.0,Low,22.967,49.818,80.07600000000001,23.438
ID_U3DB8A,37.0,2600000.0,850000.0,2500000.0,12.0,Medium,22.27,54.47,115.35900000000001,33.285
ID_2VFCPD,66.0,25.0,1440.0,3360.0,15.0,Low,22.278,34.216,115.53200000000001,1.872
ID_PK0ZFK,53.0,2400.0,3000.0,60000.0,3.0,Low,27.853,41.400000000000006,115.19300000000001,33.285
ID_8FMW4V,36.0,500.0,800.0,1800.0,3.0,Medium,20.513,34.536,79.56400000000001,23.438
ID_VTYZ93,59.0,1250.0,500.0,900.0,6.0,Low,18.059,55.392,80.07600000000001,22.502
ID_YMYRSV,49.0,3000.0,10000.0,21000.0,5.0,Medium,44.554,48.576,66.47800000000001,33.285
ID_78PRWY,47.0,97.0,97.0,97.0,10.0,Low,18.059,54.732,80.07600000000001,22.502
ID_O1DXQ4,53.0,1500.0,1300.0,2000.0,5.0,Low,26.633000000000003,41.400000000000006,115.53200000000001,35.157
ID_2C6Z5T,32.0,2000.0,100.0,1500.0,7.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_WCT8JB,38.0,15000.0,2500.0,3500.0,0.0,Low,22.945,41.400000000000006,115.186,33.285
ID_NCZTZO,43.0,1000.0,5000.0,10000.0,9.0,Low,34.079,48.09100000000001,115.70500000000001,33.285
ID_V44FTJ,37.0,9500.0,6000.0,8500.0,0.0,Low,44.554,47.45100000000001,115.186,35.157
ID_FENK6C,33.0,90.0,360.0,1200.0,4.0,Low,22.278,39.13,115.02000000000001,34.221
ID_0Z8SED,30.0,1.25,360.0,900.0,4.0,Low,22.278,34.896,113.99600000000001,34.221
ID_ZXAJCB,20.0,20000.0,53000.0,15000.0,1.0,Low,24.732,44.974000000000004,80.69200000000001,33.285
ID_E7H8LG,24.0,100.0,1200.0,2400.0,2.0,Low,38.979,34.896,115.53200000000001,34.221
ID_NAQB3F,45.0,3630.0,,,6.0,Medium,37.759,34.896,66.99000000000001,34.221
ID_CLQGDD,40.0,20000.0,1000.0,7000.0,4.0,Low,20.513,34.536,79.218,22.502
ID_ZLXOEC,38.0,200000.0,950000.0,2600000.0,9.0,Low,19.823999999999998,54.81,81.20400000000001,36.092999999999996
ID_ERVT99,45.0,35000.0,288000.0,420000.0,2.0,Medium,38.987,49.556,52.254,33.285
ID_ZBJJAC,38.0,800000.0,800000.0,2000000.0,18.0,Low,33.42,44.974000000000004,81.20400000000001,33.285
ID_AE58HU,25.0,4000.0,2000.0,4000.0,0.0,Low,32.875,48.09100000000001,114.674,35.157
ID_8FL2WB,42.0,5200000.0,1200000.0,4000000.0,10.0,Low,29.079,46.31400000000001,81.20400000000001,35.157
ID_5JAMSL,57.0,9800.0,300.0,500.0,2.0,Low,18.059,49.818,79.218,22.502
ID_43F9RD,29.0,10000.0,20000.0,10000.0,2.0,Low,23.512,45.654,81.20400000000001,35.157
ID_94W1B2,74.0,30.0,360.0,360.0,2.0,Low,21.058,34.896,115.53200000000001,34.221
ID_8J1UI9,27.0,84000.0,1000000.0,1960000.0,3.0,Low,29.079,45.654,80.69200000000001,35.157
ID_PL3XT8,23.0,100000.0,10000.0,3500.0,3.0,Low,23.512,37.818000000000005,81.20400000000001,35.157
ID_SYTP4J,40.0,4000.0,6000.0,10000.0,2.0,Medium,18.059,54.732,79.73,22.502
ID_304NWF,43.0,435000.0,3800000.0,5200000.0,1.0,Low,24.732,48.77100000000001,80.69200000000001,35.157
ID_UHEJYC,41.0,480000.0,240000.0,480000.0,21.0,Low,24.732,45.654,80.69200000000001,33.285
ID_UHBXLB,29.0,500.0,1200.0,2500.0,4.0,Medium,38.987,32.169,115.19300000000001,35.157
ID_WHG0U4,51.0,800.0,50000.0,72000.0,2.0,Medium,38.987,40.08,66.47800000000001,35.157
ID_8PDWXE,47.0,3500.0,7000.0,126000.0,2.0,High,39.646,48.77100000000001,66.132,11.719
ID_KZYTWX,19.0,1000.0,450.0,1000.0,2.0,Low,17.392,39.45,79.56400000000001,22.502
ID_VGI9I7,40.0,100.0,1860.0,14400.0,24.0,Low,38.979,31.314,115.02000000000001,1.872
ID_JN22Y4,39.0,7000.0,1150.0,1500.0,0.0,Medium,8.696,49.818,79.218,22.502
ID_8UP6J3,34.0,485000.0,2000.0,5000.0,6.0,Low,29.754,46.31400000000001,81.20400000000001,33.285
ID_XU5WAH,52.0,1000.0,7000.0,10000.0,1.0,Low,27.853,48.09100000000001,115.02000000000001,33.285
ID_MOTOY9,38.0,4000000.0,5000.0,13000.0,,Medium,24.732,45.654,114.84700000000001,33.285
ID_R3BXHO,28.0,250.0,5400.0,28800.0,5.0,Low,38.979,39.81,115.02000000000001,33.285
ID_8R7A4K,55.0,500.0,1000.0,2000.0,7.0,Low,17.392,35.196000000000005,79.56400000000001,22.502
ID_EOSO1F,25.0,420000.0,35000.0,5040000.0,2.0,Medium,29.079,46.31400000000001,81.20400000000001,33.285
ID_MKWCJ8,23.0,25000.0,2700.0,3000.0,1.0,Low,18.059,54.732,79.73,22.502
ID_ASROEB,54.0,80.0,1440.0,2520.0,1.0,Medium,22.278,34.896,66.47800000000001,34.221
ID_XAH6IX,33.0,60.0,360.0,720.0,2.0,Low,21.058,34.896,115.53200000000001,34.221
ID_WPVC0A,52.0,28000.0,5000.0,7000.0,4.0,Low,21.611,45.654,81.20400000000001,33.285
ID_9RY30M,41.0,300.0,200.0,150.0,1.0,Medium,11.15,34.536,79.218,23.438
ID_RWBJ9C,27.0,454000.0,160000.0,5450000.0,8.0,Low,26.633000000000003,47.431000000000004,80.69200000000001,33.285
ID_W2059Z,39.0,225000.0,950000.0,1175000.0,12.0,Low,25.391,46.31400000000001,81.20400000000001,33.285
ID_PJ0LXW,50.0,10000.0,3000.0,1000.0,3.0,Low,18.059,49.818,79.56400000000001,22.502
ID_VC54X6,52.0,50.0,,,6.0,Medium,22.278,34.556000000000004,66.99000000000001,34.221
ID_YUM5F3,38.0,,,,0.0,Low,22.278,34.896,115.53200000000001,34.221
ID_B571WZ,20.0,15000.0,8000.0,3000.0,5.0,Low,27.853,45.974000000000004,81.20400000000001,33.285
ID_IBTT9P,37.0,1500000.0,1000000.0,18000000.0,1.0,Low,29.079,46.31400000000001,79.668,33.285
ID_05ZJ8T,28.0,600000.0,400000.0,20000.0,1.0,Low,30.299,37.818000000000005,81.20400000000001,35.157
ID_YEC9WB,58.0,400000.0,120000.0,300000.0,2.0,Medium,24.171,45.654,106.18100000000001,33.285
ID_O74V1Q,44.0,1200.0,28000.0,52000.0,4.0,Medium,27.853,48.77100000000001,66.47800000000001,33.285
ID_6OHPXZ,37.0,200.0,480.0,6000.0,2.0,Low,22.278,34.896,115.02000000000001,34.221
ID_TAIAUX,32.0,80000.0,6000.0,10000.0,1.0,Low,23.512,45.654,81.20400000000001,35.157
ID_36WDPC,35.0,100.0,2400.0,4200.0,2.0,Low,38.979,34.896,115.02000000000001,34.221
ID_FXJ4PN,53.0,4500.0,15000.0,24000.0,4.0,Medium,38.987,39.4,66.47800000000001,35.157
ID_HS6RQY,24.0,150.0,960.0,1800.0,5.0,Medium,38.979,34.216,67.16300000000001,33.285
ID_GD9EHP,44.0,20.0,240.0,600.0,5.0,Low,21.058,34.896,115.02000000000001,34.221
ID_ORLFOS,35.0,200.0,1800.0,14400.0,1.0,Low,38.979,34.216,144.586,33.285
ID_OLLLMJ,33.0,600000.0,300000.0,150000.0,3.0,Low,30.299,44.974000000000004,80.69200000000001,33.285
ID_BRMK4A,37.0,100.0,3000.0,3600.0,4.0,Low,38.979,39.13,115.02000000000001,34.221
ID_61UM04,31.0,1520850.0,600000.0,18250000.0,5.0,Low,24.171,46.31400000000001,80.69200000000001,33.285
ID_9KWV08,45.0,3500.0,13700.0,27300.0,10.0,High,21.611,48.09100000000001,66.99000000000001,35.157
ID_V0GUA8,30.0,160.0,8640.0,18000.0,5.0,Low,33.412,34.216,115.53200000000001,33.285
ID_WY5WDA,27.0,840000.0,9600000.0,10080000.0,4.0,Medium,33.42,56.607,81.20400000000001,33.285
ID_290BHJ,52.0,600000.0,400000.0,2400000.0,18.0,Low,19.823999999999998,45.654,81.20400000000001,33.285
ID_BI6QSR,72.0,600.0,200.0,30.0,30.0,Low,26.633000000000003,48.77100000000001,115.53200000000001,33.285
ID_OCJZ5Q,22.0,520000.0,15000.0,6240000.0,,Low,33.42,54.81,80.69200000000001,33.285
ID_6G107G,54.0,1500.0,600.0,600.0,5.0,Medium,45.229,40.08,66.99000000000001,33.285
ID_OKPY98,26.0,1600.0,800.0,1600.0,9.0,Medium,20.513,35.196000000000005,79.73700000000001,23.438
ID_TCLT62,36.0,2000000.0,13000000.0,15600000.0,1.0,Low,29.079,48.111000000000004,80.69200000000001,33.285
ID_OGJH7G,35.0,60.0,,,4.0,Low,37.759,30.634,115.53200000000001,34.221
ID_QPGB7R,44.0,2000.0,400.0,2000.0,4.0,Medium,27.853,48.77100000000001,66.47800000000001,33.285
ID_GGJAOY,30.0,300000.0,210000.0,3600000.0,,Low,23.512,54.81,81.20400000000001,33.285
ID_OMBW6X,45.0,50.0,360.0,360.0,5.0,Low,33.412,30.634,115.02000000000001,34.221
ID_3HCDI7,32.0,1840000.0,12000000.0,18000000.0,2.0,Medium,25.391,45.654,81.20400000000001,33.285
ID_3GPATP,51.0,22.0,204.0,180.0,4.0,Low,22.278,34.216,115.02000000000001,34.221
ID_011HE9,35.0,1500.0,2500.0,5000.0,7.0,Medium,27.853,25.778,115.02000000000001,33.285
ID_LZMS80,39.0,1200.0,18000.0,30000.0,4.0,Medium,32.761,48.77100000000001,66.47800000000001,33.285
ID_BBQLEG,47.0,50.0,5000.0,240000.0,6.0,Medium,21.058,34.896,66.47800000000001,34.221
ID_U6Z5GF,71.0,2000.0,3500.0,9000.0,7.0,Medium,22.945,39.4,66.47800000000001,33.285
ID_EFJRPD,31.0,900000.0,5000.0,30000.0,1.0,Low,30.299,45.63400000000001,81.20400000000001,33.285
ID_FFZ8Q4,42.0,7000.0,3000.0,120000.0,10.0,High,34.079,32.809,66.47800000000001,11.719
ID_EIEZYR,36.0,200.0,1680.0,4080.0,10.0,Low,22.278,39.13,145.098,34.221
ID_WN2K83,35.0,270000.0,1900000.0,3200000.0,6.0,Low,30.299,45.974000000000004,81.20400000000001,35.157
ID_YQJ3IZ,81.0,97.0,97.0,97.0,2.0,Low,17.392,34.536,79.218,23.438
ID_OJAFI4,36.0,1000.0,1500.0,5000.0,3.0,Low,17.392,34.536,79.73,22.502
ID_BVOD71,34.0,100.0,480.0,3000.0,5.0,Low,33.412,34.216,115.02000000000001,34.221
ID_J1GEV8,49.0,200000.0,1900000.0,3000000.0,7.0,Low,30.299,53.275000000000006,80.69200000000001,35.157
ID_HDVNFF,37.0,400.0,97.0,97.0,14.0,Medium,11.15,35.196000000000005,79.56400000000001,22.502
ID_2F4ONB,26.0,790000.0,13000.0,15000.0,,Low,32.753,46.31400000000001,80.69200000000001,33.285
ID_UGJAJO,42.0,180.0,5000.0,5000.0,5.0,Low,37.759,34.896,115.02000000000001,34.221
ID_NQD9PQ,30.0,300.0,1800.0,2400.0,13.0,Low,37.759,34.896,115.53200000000001,34.221
ID_174WYA,46.0,8320.0,4880.0,158400.0,2.0,High,34.079,32.809,66.132,11.719
ID_Q0S9AJ,28.0,200000.0,30000.0,3000000.0,1.0,Low,19.823999999999998,45.654,80.69200000000001,33.285
ID_391S81,24.0,180000.0,700000.0,780000.0,3.0,Low,27.178,45.654,81.20400000000001,33.285
ID_OI5J8Y,39.0,3200.0,2600.0,4900.0,0.0,High,38.987,46.77100000000001,66.644,13.591
ID_BA0T9F,69.0,350.0,600.0,4560.0,30.0,Medium,38.979,34.896,71.77300000000001,33.285
ID_KHAWV8,42.0,3000000.0,250000.0,36000000.0,7.0,High,25.391,39.528,72.19500000000001,33.285
ID_7DXLSE,37.0,500.0,600.0,800.0,2.0,Medium,38.312,26.118000000000002,114.674,33.285
ID_EV6XGZ,35.0,3500.0,1000.0,1500.0,5.0,Medium,45.229,63.71300000000001,66.47800000000001,33.285
ID_IKBQKT,22.0,30.0,1200.0,3600.0,1.0,Low,38.979,34.216,115.02000000000001,34.221
ID_P94YTN,22.0,,,,1.0,Low,38.979,34.216,115.186,34.221
ID_RM3X4B,32.0,600.0,24000.0,44400.0,3.0,Low,38.979,39.13,115.02000000000001,34.221
ID_CB3D6I,52.0,97.0,97.0,97.0,2.0,Medium,20.513,34.536,79.218,23.438
ID_0O4G56,57.0,150.0,960.0,960.0,20.0,Low,32.192,25.720000000000002,115.53200000000001,34.221
ID_K9875T,38.0,450.0,120.0,250.0,6.0,Low,27.853,46.77100000000001,115.53200000000001,35.157
ID_OVRBQ3,52.0,70.0,14400.0,60000.0,3.0,Medium,33.412,34.896,55.888,34.221
ID_HQR6F7,45.0,1000.0,600.0,1600.0,5.0,Medium,49.462,48.77100000000001,67.16300000000001,33.285
ID_YCM9PO,28.0,600000.0,140000.0,7200000.0,4.0,Medium,24.171,45.654,81.20400000000001,13.591
ID_N2ATQY,38.0,2250.0,442.0,2250.0,20.0,Low,27.853,40.720000000000006,115.19300000000001,35.157
ID_H2EI2O,45.0,442000.0,250000.0,442000.0,4.0,Low,26.633000000000003,45.63400000000001,80.69200000000001,35.157
ID_P9H139,42.0,250000.0,200000.0,250000.0,15.0,Low,23.512,47.431000000000004,80.69200000000001,33.285
ID_4L9CK0,36.0,100.0,600.0,1800.0,10.0,Medium,22.278,34.556000000000004,44.273999999999994,34.221
ID_XE06XE,37.0,15.0,,,0.0,Low,38.979,39.13,115.02000000000001,34.221
ID_C9B2R9,24.0,120000.0,75000.0,120000.0,2.0,Low,35.321,48.111000000000004,80.69200000000001,36.092999999999996
ID_2Y3C0E,28.0,97.0,97.0,97.0,1.0,Low,18.059,49.818,80.07600000000001,23.438
ID_X5HY9L,37.0,25000.0,500.0,3000.0,7.0,Low,20.513,35.196000000000005,79.56400000000001,22.502
ID_YYKATC,45.0,5000.0,9800.0,17000.0,5.0,Low,22.3,36.051,79.56400000000001,22.502
ID_XHBQAM,37.0,1000.0,580.0,800.0,0.0,Low,26.633000000000003,46.77100000000001,114.674,35.157
ID_UR0K8O,24.0,3660000.0,305000.0,43920000.0,12.0,High,25.391,38.188,52.427,33.285
ID_4DTO8U,19.0,97.0,40.0,100.0,3.0,Medium,11.15,34.536,79.73,23.438
ID_SC7SV7,28.0,600000.0,300000.0,580000.0,1.0,Low,30.299,48.09100000000001,81.20400000000001,33.285
ID_LYUYRJ,49.0,42000.0,350000.0,420000.0,20.0,Low,26.633000000000003,48.111000000000004,80.69200000000001,35.157
ID_SJFNL8,36.0,2400000.0,15000000.0,28800000.0,3.0,Low,29.079,46.31400000000001,81.20400000000001,33.285
ID_RT924G,39.0,200.0,600.0,3000.0,10.0,Medium,38.979,34.896,72.28500000000001,34.221
ID_JCMVYB,30.0,30000000.0,7000000.0,3000000.0,8.0,Medium,25.391,54.13000000000001,79.668,0.936
ID_6SD4H4,39.0,7500.0,2000.0,6000.0,10.0,Medium,20.513,39.45,80.07600000000001,23.438
ID_WL91QJ,33.0,300.0,100.0,250.0,2.0,Low,14.938,50.478,79.218,22.502
ID_K9L1WD,30.0,56000.0,800000.0,1680000.0,4.0,Low,24.732,48.111000000000004,81.20400000000001,36.092999999999996
ID_IFDZ3P,47.0,80.0,,,17.0,Low,38.979,39.81,144.392,34.221
ID_8FBFFH,26.0,800.0,250.0,150.0,0.0,Low,26.633000000000003,24.798000000000002,115.53200000000001,33.285
ID_WWJWGA,37.0,4800.0,3215.0,700.0,6.0,Medium,38.987,57.26700000000001,66.65100000000001,35.157
ID_ZPKY32,55.0,5000.0,3000.0,6000.0,1.0,Medium,27.853,41.400000000000006,66.132,35.157
ID_RJIB73,39.0,35000.0,2000.0,2500.0,1.0,Medium,27.853,48.77100000000001,66.644,35.157
ID_1OUC89,39.0,80.0,600.0,1560.0,5.0,Medium,38.979,34.896,72.28500000000001,34.221
ID_IUBSYF,28.0,150000.0,,100000.0,8.0,Low,24.732,44.974000000000004,80.69200000000001,33.285
ID_8K46QE,35.0,60.0,480.0,240.0,9.0,Low,21.058,39.81,115.53200000000001,34.221
ID_DN1TH1,21.0,8000.0,42880.0,68400.0,4.0,Medium,44.554,41.400000000000006,66.47800000000001,33.285
ID_ZG04J1,31.0,90000.0,275000.0,6000000.0,5.0,Low,32.753,45.654,81.20400000000001,44.068
ID_KVCBZY,45.0,400.0,100.0,400.0,0.0,Medium,11.15,34.536,79.218,22.502
ID_V59HOT,31.0,1000.0,36000.0,144000.0,1.0,Medium,38.987,49.896,66.132,33.285
ID_34RQVZ,35.0,30000.0,20000.0,7000.0,15.0,Low,30.299,45.63400000000001,81.20400000000001,33.285
ID_WDR3VW,53.0,1000.0,500.0,1000.0,6.0,Low,27.853,41.400000000000006,115.53200000000001,35.157
ID_ADXDF2,47.0,1120000.0,150000.0,13440000.0,20.0,Low,30.299,47.431000000000004,81.20400000000001,35.157
ID_YHRJRR,22.0,300000.0,70000.0,20000.0,3.0,Low,27.853,46.31400000000001,80.69200000000001,33.285
ID_NMTMUD,48.0,1200.0,6600.0,14400.0,10.0,Low,22.278,34.896,115.02000000000001,34.221
ID_TRFOZL,24.0,78000.0,760000.0,936000.0,1.0,Low,29.754,45.654,80.69200000000001,33.285
ID_A4FRV1,59.0,500.0,400.0,500.0,3.0,High,16.703,24.798000000000002,115.70500000000001,33.285
ID_COFZOW,33.0,37500.0,20000.0,450000.0,5.0,Low,24.732,54.47,81.20400000000001,33.285
ID_PHANHD,43.0,97.0,220.0,2200.0,2.0,Low,14.938,50.478,79.218,23.438
ID_A6ELOU,26.0,200000.0,180000.0,350000.0,3.0,Low,24.732,44.974000000000004,80.69200000000001,35.157
ID_A62TDO,66.0,500.0,800.0,1000.0,28.0,Low,27.853,48.09100000000001,115.02000000000001,35.157
ID_DFA2RN,60.0,80.0,2400.0,7200.0,20.0,Medium,33.412,34.896,66.65100000000001,34.221
ID_2IQNAC,42.0,300.0,9000.0,10800.0,7.0,Low,38.979,34.896,115.02000000000001,33.285
ID_1R1Y9C,38.0,120000.0,8000.0,13500.0,1.0,Low,29.079,45.654,80.69200000000001,33.285
ID_BCVF6F,34.0,2000.0,140.0,1600.0,2.0,Low,20.513,34.536,79.73,22.502
ID_BCWSBA,50.0,65000.0,2000000.0,2500000.0,10.0,Low,18.059,36.051,70.38600000000001,22.502
ID_0M3LOU,26.0,500.0,1000.0,1500.0,2.0,Medium,27.853,40.08,66.644,35.157
ID_FIUEFZ,47.0,60000.0,540000.0,720000.0,5.0,Medium,38.987,56.587,61.951,33.285
ID_RNAMZ6,32.0,200.0,200.0,600.0,0.0,Low,38.987,33.489,114.674,33.285
ID_HTZRRJ,75.0,700.0,4800.0,3600.0,20.0,Low,22.278,34.216,115.02000000000001,34.221
ID_LTWAWZ,46.0,1000.0,500.0,1500.0,31.0,Low,22.278,34.216,115.19300000000001,33.285
ID_H3TXZ1,23.0,210000.0,510000.0,2520000.0,1.0,Low,23.512,46.31400000000001,80.69200000000001,35.157
ID_GMQADS,29.0,10.0,360.0,600.0,1.0,Low,22.278,34.896,115.02000000000001,34.221
ID_9NYPU8,55.0,166000.0,13800.0,2000000.0,25.0,Low,23.512,54.81,81.20400000000001,35.157
ID_12TLXL,38.0,2300.0,300.0,2300.0,6.0,Low,44.554,40.08,115.19300000000001,35.157
ID_KIO5B6,68.0,300.0,100.0,300.0,20.0,Medium,17.392,34.536,79.56400000000001,23.438
ID_60BMTX,45.0,300000.0,3000000.0,3600000.0,3.0,Low,30.299,45.63400000000001,81.20400000000001,33.285
ID_X7N89L,47.0,1000.0,1400.0,3000.0,5.0,Medium,44.554,54.68200000000001,66.47800000000001,33.285
ID_1GIGUC,20.0,300.0,1200.0,2400.0,1.0,Low,22.278,34.896,115.53200000000001,34.221
ID_N2YCSZ,21.0,250.0,420.0,1200.0,1.0,Low,38.979,34.896,115.19300000000001,34.221
ID_IJI934,45.0,1000000.0,7500000.0,13000000.0,20.0,Low,19.823999999999998,46.31400000000001,80.69200000000001,33.285
ID_R17DPU,47.0,1200.0,2800.0,10000.0,0.0,Medium,39.646,48.09100000000001,66.132,33.285
ID_FZUO88,33.0,40000.0,50000.0,120000.0,10.0,Low,23.512,45.654,81.20400000000001,33.285
ID_DYMS1M,41.0,500.0,4450.0,5000.0,3.0,Low,38.987,54.68200000000001,115.70500000000001,33.285
ID_XS12FZ,26.0,40000.0,140000.0,10000.0,4.0,Low,27.186,45.654,80.69200000000001,46.876
ID_K0I5FX,45.0,200.0,5000.0,5000.0,10.0,Low,38.979,34.896,115.02000000000001,34.221
ID_IPAXNQ,26.0,1000.0,1500.0,3500.0,2.0,Low,22.945,48.77100000000001,114.674,33.285
ID_I5EX5S,26.0,400.0,3600.0,1200.0,3.0,Low,37.759,39.81,115.53200000000001,34.221
ID_3OXESP,66.0,4100.0,2000.0,4000.0,3.0,Medium,20.513,35.196000000000005,79.218,23.438
ID_PP9YVG,61.0,500.0,332.0,90.0,10.0,Medium,27.853,47.45100000000001,66.47800000000001,35.157
ID_WBGY0L,47.0,50.0,300.0,360.0,3.0,Medium,38.979,39.81,66.47800000000001,34.221
ID_M20USX,45.0,25.0,180.0,600.0,9.0,Medium,22.278,34.216,66.47800000000001,33.285
ID_LWQNV5,25.0,27000.0,5000.0,6000.0,,Low,20.391000000000002,45.974000000000004,80.69200000000001,35.157
ID_0F53QB,47.0,3500.0,3000.0,8000.0,15.0,Low,25.421,54.732,79.56400000000001,22.502
ID_7ZCGDC,37.0,2400.0,100.0,300.0,2.0,Low,44.554,56.68200000000001,115.186,33.285
ID_EYP78B,61.0,60000.0,13000.0,25000.0,10.0,Low,24.732,45.654,80.69200000000001,35.157
ID_NVY4H0,35.0,370000.0,2200000.0,3900000.0,2.0,Low,30.299,45.63400000000001,80.69200000000001,35.157
ID_EFHX0Z,61.0,2400.0,130.0,2400.0,3.0,Medium,17.392,34.536,79.56400000000001,22.502
ID_U7TG2M,56.0,100000.0,15000.0,25000.0,17.0,Low,27.853,46.31400000000001,81.20400000000001,35.157
ID_7JB168,48.0,600.0,2400.0,600.0,10.0,Medium,38.979,26.400000000000002,71.77300000000001,34.221
ID_Z6D86Z,57.0,46000.0,54000.0,100000.0,25.0,Medium,34.079,49.21600000000001,66.47800000000001,33.285
ID_SNBZQY,36.0,40.0,240.0,240.0,6.0,Low,22.278,34.556000000000004,115.53200000000001,33.285
ID_6JKL9B,34.0,100.0,384.0,1200.0,6.0,Low,21.058,31.314,115.02000000000001,34.221
ID_3661L0,27.0,1200.0,40800.0,50400.0,1.0,Low,38.987,40.720000000000006,114.674,33.285
ID_XE321D,27.0,97.0,97.0,97.0,1.0,Medium,11.15,34.536,79.218,23.438
ID_3ZY5SR,28.0,400.0,100.0,470.0,2.0,Medium,20.513,39.45,79.218,22.502
ID_H742DY,51.0,,,,5.0,Medium,33.412,43.05200000000001,72.54100000000001,34.221
ID_R3LDZ5,30.0,200000.0,10000.0,15000.0,,Low,30.299,44.974000000000004,80.69200000000001,33.285
ID_1E1630,43.0,6000.0,20000.0,35000.0,4.0,Medium,34.079,40.720000000000006,66.47800000000001,33.285
ID_0DJI9K,25.0,2000.0,2000.0,4000.0,1.0,Low,44.554,39.74,114.674,33.285
ID_515IGJ,61.0,2000.0,1000.0,1500.0,7.0,Low,20.513,34.536,79.56400000000001,22.502
ID_IVK0B7,59.0,1400.0,900.0,1400.0,5.0,Low,17.392,35.196000000000005,79.56400000000001,22.502
ID_7OPJQB,61.0,800.0,700.0,800.0,2.0,Low,20.513,35.196000000000005,79.218,23.438
ID_UH17J8,42.0,10000.0,25000.0,50000.0,15.0,Medium,34.095,49.556,185.143,35.157
ID_SKFQJT,35.0,60000.0,5000.0,15000.0,1.0,Low,30.299,45.654,81.20400000000001,35.157
ID_I7AOLH,53.0,175.0,960.0,7560.0,2.0,Low,22.278,34.216,115.02000000000001,34.221
ID_7SAYQN,24.0,100000.0,500000.0,1200000.0,3.0,Low,24.732,45.63400000000001,79.668,35.157
ID_KX1S9X,43.0,1000.0,6600.0,8000.0,5.0,Medium,27.853,56.587,66.47800000000001,33.285
ID_LQTYEG,30.0,500.0,1500.0,1500.0,1.0,Medium,33.412,34.896,67.16300000000001,34.221
ID_ASHVFH,23.0,600.0,325.0,600.0,3.0,Medium,20.513,34.536,79.218,22.502
ID_I0DG95,32.0,1900.0,100.0,700.0,0.0,Medium,20.513,34.536,79.73,22.502
ID_QBB3XM,38.0,1500.0,1500.0,5500.0,1.0,Medium,39.646,49.896,115.186,33.285
ID_077NXD,24.0,100.0,420.0,1200.0,10.0,Low,38.979,34.216,115.02000000000001,34.221
ID_NYSJ5Y,26.0,300.0,500.0,800.0,3.0,Medium,16.703,33.149,115.53200000000001,33.285
ID_JPX16F,52.0,4000.0,25800.0,36000.0,10.0,Low,38.426,40.720000000000006,115.02000000000001,33.285
ID_G7FBV2,49.0,1800.0,500.0,800.0,11.0,Medium,38.987,47.45100000000001,66.47800000000001,35.157
ID_8AN0T4,23.0,80.0,480.0,11520.0,1.0,Low,21.058,30.634,113.99600000000001,34.221
ID_F81J67,42.0,4500.0,2000.0,3000.0,2.0,Medium,17.392,34.536,79.56400000000001,23.438
ID_DLSWZU,48.0,50.0,100.0,200.0,0.0,Medium,20.513,34.536,79.218,22.502
ID_LCKUHY,33.0,4500.0,500.0,2000.0,10.0,Low,18.059,49.818,79.56400000000001,22.502
ID_V7S7O4,36.0,15000.0,25000.0,40000.0,5.0,Medium,34.079,49.896,66.65100000000001,33.285
